Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
1.29E+07,caps hf  2 37 6 4,-0.635954,0.593416,0.354346,0.227015,0.354569,0.22746,-0.220272,0.830368
1.29E+07,caps hf  2 37 6 5,-0.63599,0.593443,0.354382,0.226798,0.354624,0.227213,-0.219345,0.830647
1.29E+07,caps hf  2 37 6 6,-0.636026,0.59347,0.354419,0.22658,0.354679,0.226966,-0.218417,0.830927
1.29E+07,caps hf  2 37 6 7,-0.636063,0.593497,0.354455,0.226362,0.354734,0.226719,-0.21749,0.831206
1.29E+07,caps hf  2 37 6 8,-0.636099,0.593524,0.354492,0.226144,0.354789,0.226472,-0.216563,0.831485
1.29E+07,caps hf  2 37 6 9,-0.636135,0.593551,0.354528,0.225927,0.354844,0.226226,-0.215636,0.831765
1.29E+07,caps hf  2 37 6 10,-0.636171,0.593578,0.354565,0.225709,0.354899,0.225979,-0.214709,0.832044
1.29E+07,caps hf  2 37 6 11,-0.636208,0.593605,0.354602,0.225491,0.354954,0.225732,-0.213782,0.832323
1.29E+07,caps hf  2 37 6 12,-0.636244,0.593632,0.354638,0.225273,0.355009,0.225485,-0.212855,0.832603
1.29E+07,caps hf  2 37 6 13,-0.63628,0.59366,0.354675,0.225056,0.355064,0.225238,-0.211928,0.832882
1.29E+07,caps hf  2 37 6 14,-0.636317,0.593687,0.354711,0.224838,0.355119,0.224991,-0.211001,0.833161
1.29E+07,caps hf  2 37 6 15,-0.636353,0.593714,0.354748,0.22462,0.355174,0.224745,-0.210074,0.833441
1.29E+07,caps hf  2 37 6 16,-0.637001,0.593386,0.355141,0.223685,0.354849,0.223486,-0.205728,0.835374
1.29E+07,caps hf  2 37 6 17,-0.637067,0.593371,0.355136,0.223447,0.354908,0.223285,-0.204839,0.83564
1.29E+07,caps hf  2 37 6 18,-0.637133,0.593356,0.35513,0.223209,0.354967,0.223085,-0.203951,0.835906
1.29E+07,caps hf  2 37 6 19,-0.637199,0.593341,0.355125,0.222971,0.355026,0.222884,-0.203062,0.836172
1.29E+07,caps hf  2 37 6 20,-0.637265,0.593326,0.35512,0.222733,0.355084,0.222684,-0.202174,0.836438
1.29E+07,caps hf  2 37 6 21,-0.637331,0.593311,0.355114,0.222494,0.355143,0.222483,-0.201285,0.836704
1.29E+07,caps hf  2 37 6 22,-0.637397,0.593296,0.355109,0.222256,0.355202,0.222283,-0.200397,0.83697
1.29E+07,caps hf  2 37 6 23,-0.637463,0.59328,0.355104,0.222018,0.355261,0.222082,-0.199508,0.837236
1.29E+07,caps hf  2 37 6 24,-0.637528,0.593265,0.355098,0.22178,0.355319,0.221882,-0.19862,0.837502
1.29E+07,caps hf  2 37 6 25,-0.637594,0.59325,0.355093,0.221542,0.355378,0.221681,-0.197731,0.837768
1.29E+07,caps hf  2 37 6 26,-0.63766,0.593235,0.355088,0.221303,0.355437,0.22148,-0.196843,0.838034
1.29E+07,caps hf  2 37 6 27,-0.637726,0.59322,0.355082,0.221065,0.355496,0.22128,-0.195955,0.8383
1.29E+07,caps hf  2 37 6 28,-0.637792,0.593205,0.355077,0.220827,0.355554,0.221079,-0.195066,0.838565
1.29E+07,caps hf  2 37 6 29,-0.637858,0.59319,0.355072,0.220589,0.355613,0.220879,-0.194178,0.838831
1.29E+07,caps hf  2 37 6 30,-0.637924,0.593174,0.355066,0.220351,0.355672,0.220678,-0.193289,0.839097
1.29E+07,caps hf  2 37 6 31,-0.63799,0.593159,0.355061,0.220112,0.355731,0.220478,-0.192401,0.839363
1.29E+07,caps hf  2 37 6 32,-0.638147,0.593359,0.355351,0.218793,0.355975,0.218815,-0.187025,0.841228
1.29E+07,caps hf  2 37 6 33,-0.638207,0.59337,0.355364,0.21857,0.35597,0.218577,-0.186105,0.841395
1.29E+07,caps hf  2 37 6 34,-0.638267,0.593382,0.355378,0.218348,0.355965,0.21834,-0.185185,0.841563
1.29E+07,caps hf  2 37 6 35,-0.638327,0.593393,0.355391,0.218125,0.35596,0.218102,-0.184266,0.841731
1.29E+07,caps hf  2 37 6 36,-0.638388,0.593405,0.355404,0.217902,0.355955,0.217864,-0.183346,0.841899
1.29E+07,caps hf  2 37 6 37,-0.638448,0.593416,0.355418,0.21768,0.35595,0.217626,-0.182426,0.842066
1.29E+07,caps hf  2 37 6 38,-0.638508,0.593427,0.355431,0.217457,0.355945,0.217388,-0.181506,0.842234
1.29E+07,caps hf  2 37 6 39,-0.638568,0.593439,0.355445,0.217234,0.35594,0.21715,-0.180587,0.842402
1.29E+07,caps hf  2 37 6 40,-0.638629,0.59345,0.355458,0.217012,0.355935,0.216912,-0.179667,0.84257
1.29E+07,caps hf  2 37 6 41,-0.638689,0.593461,0.355471,0.216789,0.35593,0.216675,-0.178747,0.842737
1.29E+07,caps hf  2 37 6 42,-0.638749,0.593473,0.355485,0.216566,0.355925,0.216437,-0.177828,0.842905
1.29E+07,caps hf  2 37 6 43,-0.638809,0.593484,0.355498,0.216344,0.35592,0.216199,-0.176908,0.843073
1.29E+07,caps hf  2 37 6 44,-0.63887,0.593495,0.355511,0.216121,0.355915,0.215961,-0.175988,0.843241
1.29E+07,caps hf  2 37 6 45,-0.63893,0.593507,0.355525,0.215898,0.35591,0.215723,-0.175069,0.843408
1.29E+07,caps hf  2 37 6 46,-0.63899,0.593518,0.355538,0.215676,0.355905,0.215485,-0.174149,0.843576
1.29E+07,caps hf  2 37 6 47,-0.63905,0.593529,0.355551,0.215453,0.355901,0.215248,-0.173229,0.843744
1.29E+07,caps hf  2 37 6 48,-0.639277,0.593939,0.356132,0.214232,0.356269,0.214318,-0.168833,0.845434
1.29E+07,caps hf  2 37 6 49,-0.639348,0.593907,0.356118,0.214016,0.356256,0.214111,-0.168037,0.845611
1.29E+07,caps hf  2 37 6 50,-0.639418,0.593875,0.356105,0.2138,0.356244,0.213905,-0.167242,0.845788
1.29E+07,caps hf  2 37 6 51,-0.639488,0.593844,0.356091,0.213584,0.356231,0.213698,-0.166447,0.845965
1.29E+07,caps hf  2 37 6 52,-0.639559,0.593812,0.356078,0.213368,0.356219,0.213491,-0.165651,0.846143
1.29E+07,caps hf  2 37 6 53,-0.639629,0.59378,0.356064,0.213152,0.356206,0.213284,-0.164856,0.84632
1.29E+07,caps hf  2 37 6 54,-0.639699,0.593748,0.356051,0.212936,0.356194,0.213078,-0.164061,0.846497
1.29E+07,caps hf  2 37 6 55,-0.63977,0.593716,0.356037,0.21272,0.356181,0.212871,-0.163265,0.846674
1.29E+07,caps hf  2 37 6 56,-0.63984,0.593685,0.356024,0.212504,0.356169,0.212664,-0.16247,0.846851
1.29E+07,caps hf  2 37 6 57,-0.639911,0.593653,0.35601,0.212287,0.356156,0.212457,-0.161675,0.847028
1.29E+07,caps hf  2 37 6 58,-0.639981,0.593621,0.355997,0.212071,0.356143,0.212251,-0.160879,0.847205
1.29E+07,caps hf  2 37 6 59,-0.640051,0.593589,0.355984,0.211855,0.356131,0.212044,-0.160084,0.847383
1.29E+07,caps hf  2 37 6 60,-0.640122,0.593557,0.35597,0.211639,0.356118,0.211837,-0.159289,0.84756
1.29E+07,caps hf  2 37 6 61,-0.640192,0.593526,0.355957,0.211423,0.356106,0.21163,-0.158494,0.847737
1.29E+07,caps hf  2 37 6 62,-0.640263,0.593494,0.355943,0.211207,0.356093,0.211423,-0.157698,0.847914
1.29E+07,caps hf  2 37 6 63,-0.640333,0.593462,0.35593,0.210991,0.356081,0.211217,-0.156903,0.848091
1.29E+07,caps hf  2 38 0 0,-0.5908,0.613881,0.244969,0.386744,0.244504,0.387285,-0.784222,0.296
1.29E+07,caps hf  2 38 0 1,-0.590912,0.613738,0.245474,0.38641,0.24503,0.386967,-0.783241,0.298373
1.29E+07,caps hf  2 38 0 2,-0.591024,0.613594,0.245979,0.386076,0.245556,0.38665,-0.782261,0.300746
1.29E+07,caps hf  2 38 0 3,-0.591136,0.613451,0.246484,0.385742,0.246081,0.386332,-0.78128,0.303119
1.29E+07,caps hf  2 38 0 4,-0.591248,0.613307,0.246989,0.385408,0.246607,0.386014,-0.780299,0.305492
1.29E+07,caps hf  2 38 0 5,-0.591359,0.613164,0.247494,0.385074,0.247133,0.385696,-0.779318,0.307865
1.29E+07,caps hf  2 38 0 6,-0.591471,0.61302,0.247999,0.38474,0.247658,0.385379,-0.778337,0.310239
1.29E+07,caps hf  2 38 0 7,-0.591583,0.612877,0.248504,0.384406,0.248184,0.385061,-0.777357,0.312612
1.29E+07,caps hf  2 38 0 8,-0.591695,0.612734,0.249008,0.384071,0.24871,0.384743,-0.776376,0.314985
1.29E+07,caps hf  2 38 0 9,-0.591807,0.61259,0.249513,0.383737,0.249236,0.384425,-0.775395,0.317358
1.29E+07,caps hf  2 38 0 10,-0.591919,0.612447,0.250018,0.383403,0.249761,0.384107,-0.774414,0.319731
1.29E+07,caps hf  2 38 0 11,-0.592031,0.612303,0.250523,0.383069,0.250287,0.38379,-0.773434,0.322104
1.29E+07,caps hf  2 38 0 12,-0.592143,0.61216,0.251028,0.382735,0.250813,0.383472,-0.772453,0.324477
1.29E+07,caps hf  2 38 0 13,-0.592255,0.612017,0.251533,0.382401,0.251338,0.383154,-0.771472,0.32685
1.29E+07,caps hf  2 38 0 14,-0.592367,0.611873,0.252038,0.382067,0.251864,0.382836,-0.770491,0.329223
1.29E+07,caps hf  2 38 0 15,-0.592478,0.61173,0.252542,0.381732,0.25239,0.382519,-0.76951,0.331596
1.29E+07,caps hf  2 38 0 16,-0.592634,0.61126,0.255768,0.379296,2.55E-01,0.380467,-0.76429,0.344008
1.29E+07,caps hf  2 38 0 17,-0.592757,0.611167,0.256252,0.37899,0.255851,0.380132,-0.763195,0.346202
1.29E+07,caps hf  2 38 0 18,-0.592881,0.611074,0.256736,0.378684,0.256336,0.379796,-0.762099,0.348396
1.29E+07,caps hf  2 38 0 19,-0.593004,0.610981,0.257221,0.378379,0.256821,0.379461,-0.761003,0.35059
1.29E+07,caps hf  2 38 0 20,-0.593127,0.610888,0.257705,0.378073,0.257306,0.379126,-0.759907,0.352783
1.29E+07,caps hf  2 38 0 21,-0.59325,0.610795,0.25819,0.377767,0.257792,0.37879,-0.758811,0.354977
1.29E+07,caps hf  2 38 0 22,-0.593374,0.610702,0.258674,0.377461,0.258277,0.378455,-0.757716,0.357171
1.29E+07,caps hf  2 38 0 23,-0.593497,0.610609,0.259159,0.377155,0.258762,0.37812,-0.75662,0.359365
1.29E+07,caps hf  2 38 0 24,-0.59362,0.610516,0.259643,0.37685,0.259247,0.377784,-0.755524,0.361559
1.29E+07,caps hf  2 38 0 25,-0.593743,0.610422,0.260127,0.376544,0.259733,0.377449,-0.754428,0.363753
1.29E+07,caps hf  2 38 0 26,-0.593867,0.610329,0.260612,0.376238,0.260218,0.377114,-0.753332,0.365947
1.29E+07,caps hf  2 38 0 27,-0.59399,0.610236,0.261096,0.375932,0.260703,0.376778,-0.752237,0.368141
1.29E+07,caps hf  2 38 0 28,-0.594113,0.610143,0.261581,0.375627,0.261189,0.376443,-0.751141,0.370335
1.29E+07,caps hf  2 38 0 29,-0.594237,0.61005,0.262065,0.375321,0.261674,0.376108,-0.750045,0.372529
1.29E+07,caps hf  2 38 0 30,-0.59436,0.609957,0.262549,0.375015,0.262159,0.375772,-0.748949,0.374723
1.29E+07,caps hf  2 38 0 31,-0.594483,0.609864,0.263034,0.374709,0.262644,0.375437,-0.747853,0.376917
1.29E+07,caps hf  2 38 0 32,-0.595181,0.609376,0.266798,0.371996,0.266678,0.372442,-0.739904,0.393329
1.29E+07,caps hf  2 38 0 33,-0.595318,0.609278,0.267265,0.371649,0.267131,0.372081,-0.738742,0.39537
1.29E+07,caps hf  2 38 0 34,-0.595456,0.609181,0.267732,0.371301,0.267584,0.37172,-0.73758,0.397412
1.29E+07,caps hf  2 38 0 35,-0.595594,0.609084,0.268199,0.370953,0.268037,0.371359,-0.736418,0.399453
1.29E+07,caps hf  2 38 0 36,-0.595731,0.608987,0.268666,0.370606,0.26849,0.370999,-0.735256,0.401495
1.29E+07,caps hf  2 38 0 37,-0.595869,0.60889,0.269134,0.370258,0.268942,0.370638,-0.734094,0.403536
1.29E+07,caps hf  2 38 0 38,-0.596007,0.608793,0.269601,0.36991,0.269395,0.370277,-0.732932,0.405578
1.29E+07,caps hf  2 38 0 39,-0.596144,0.608696,0.270068,0.369562,0.269848,0.369917,-0.73177,0.407619
1.29E+07,caps hf  2 38 0 40,-0.596282,0.608598,0.270535,0.369215,0.270301,0.369556,-0.730608,0.409661
1.29E+07,caps hf  2 38 0 41,-0.59642,0.608501,0.271003,0.368867,0.270754,0.369195,-0.729446,0.411703
1.29E+07,caps hf  2 38 0 42,-0.596558,0.608404,0.27147,0.368519,0.271206,0.368834,-0.728284,0.413744
1.29E+07,caps hf  2 38 0 43,-0.596695,0.608307,0.271937,0.368172,0.271659,0.368474,-0.727122,0.415786
1.29E+07,caps hf  2 38 0 44,-0.596833,0.60821,0.272404,0.367824,0.272112,0.368113,-0.72596,0.417827
1.29E+07,caps hf  2 38 0 45,-0.596971,0.608113,0.272872,0.367476,0.272565,0.367752,-0.724798,0.419869
1.29E+07,caps hf  2 38 0 46,-0.597108,0.608016,0.273339,0.367129,0.273018,0.367391,-0.723636,0.42191
1.29E+07,caps hf  2 38 0 47,-0.597246,0.607918,0.273806,0.366781,0.27347,0.367031,-0.722474,0.423952
1.29E+07,caps hf  2 38 0 48,-0.59797,0.606704,0.275731,0.364979,0.275689,0.364964,-0.716466,0.434508
1.29E+07,caps hf  2 38 0 49,-0.598038,0.606661,0.276166,0.364583,0.276089,0.364608,-0.715226,0.436386
1.29E+07,caps hf  2 38 0 50,-0.598105,0.606618,0.276601,0.364186,0.276489,0.364252,-0.713985,0.438264
1.29E+07,caps hf  2 38 0 51,-0.598173,0.606575,0.277036,0.363789,0.276889,0.363896,-0.712745,0.440142
1.29E+07,caps hf  2 38 0 52,-0.59824,0.606532,0.277471,0.363393,0.277289,0.36354,-0.711504,0.442021
1.29E+07,caps hf  2 38 0 53,-0.598308,0.606489,0.277906,0.362996,0.277689,0.363184,-0.710264,0.443899
1.29E+07,caps hf  2 38 0 54,-0.598375,0.606446,0.278341,0.362599,0.278089,0.362828,-0.709024,0.445777
1.29E+07,caps hf  2 38 0 55,-0.598443,0.606403,0.278775,0.362203,0.278489,0.362472,-0.707783,0.447655
1.29E+07,caps hf  2 38 0 56,-0.598511,0.60636,0.27921,0.361806,0.278889,0.362116,-0.706543,0.449534
1.29E+07,caps hf  2 38 0 57,-0.598578,0.606317,0.279645,0.361409,0.279289,0.36176,-0.705302,0.451412
1.29E+07,caps hf  2 38 0 58,-0.598646,0.606274,0.28008,0.361012,0.279689,0.361404,-0.704062,0.45329
1.29E+07,caps hf  2 38 0 59,-0.598713,0.606231,0.280515,0.360616,0.280089,0.361048,-0.702821,0.455169
1.29E+07,caps hf  2 38 0 60,-0.598781,0.606188,0.28095,0.360219,0.280489,0.360692,-0.701581,0.457047
1.29E+07,caps hf  2 38 0 61,-0.598848,0.606145,0.281385,0.359822,0.28089,0.360336,-0.70034,0.458925
1.29E+07,caps hf  2 38 0 62,-0.598916,0.606102,0.28182,0.359426,0.28129,0.35998,-0.6991,0.460803
1.29E+07,caps hf  2 38 0 63,-0.598983,0.606059,0.282255,0.359029,0.28169,0.359624,-0.69786,0.462682
1.29E+07,caps hf  2 38 1 0,-0.599387,0.60575,0.28413,0.357217,0.283744,0.357753,-0.694136,0.470495
1.29E+07,caps hf  2 38 1 1,-0.599513,0.605643,0.284505,0.356863,0.284129,0.357388,-0.692895,0.472278
1.29E+07,caps hf  2 38 1 2,-0.599638,0.605536,0.28488,0.356509,0.284515,0.357024,-0.691655,0.474061
1.29E+07,caps hf  2 38 1 3,-0.599764,0.605429,0.285255,0.356155,0.2849,0.356659,-0.690414,0.475843
1.29E+07,caps hf  2 38 1 4,-0.59989,0.605323,0.28563,0.355801,0.285286,0.356294,-0.689174,0.477626
1.29E+07,caps hf  2 38 1 5,-0.600015,0.605216,0.286005,0.355447,0.285671,0.35593,-0.687933,0.479409
1.29E+07,caps hf  2 38 1 6,-0.600141,0.605109,0.28638,0.355093,0.286056,0.355565,-0.686692,0.481192
1.29E+07,caps hf  2 38 1 7,-0.600267,0.605002,0.286755,0.354739,0.286442,0.3552,-0.685452,0.482975
1.29E+07,caps hf  2 38 1 8,-0.600392,0.604896,0.28713,0.354385,0.286827,0.354836,-0.684211,0.484757
1.29E+07,caps hf  2 38 1 9,-0.600518,0.604789,0.287505,0.354031,0.287213,0.354471,-0.682971,0.48654
1.29E+07,caps hf  2 38 1 10,-0.600644,0.604682,0.28788,0.353677,0.287598,0.354106,-0.68173,0.488323
1.29E+07,caps hf  2 38 1 11,-0.60077,0.604575,0.288255,0.353323,0.287983,0.353742,-0.68049,0.490106
1.29E+07,caps hf  2 38 1 12,-0.600895,0.604469,0.28863,0.35297,0.288369,0.353377,-0.679249,0.491888
1.29E+07,caps hf  2 38 1 13,-0.601021,0.604362,0.289005,0.352616,0.288754,0.353012,-0.678009,0.493671
1.29E+07,caps hf  2 38 1 14,-0.601147,0.604255,0.28938,0.352262,0.289139,0.352648,-0.676768,0.495454
1.29E+07,caps hf  2 38 1 15,-0.601272,0.604148,0.289755,0.351908,0.289525,0.352283,-0.675527,0.497237
1.29E+07,caps hf  2 38 1 16,-0.601946,0.603637,0.291704,0.350036,0.2919,0.350485,-0.668849,0.507241
1.29E+07,caps hf  2 38 1 17,-0.602044,0.603586,0.292045,0.349664,0.29223,0.350097,-0.667565,0.508828
1.29E+07,caps hf  2 38 1 18,-0.602141,0.603534,0.292387,0.349291,0.29256,0.349709,-0.666282,0.510414
1.29E+07,caps hf  2 38 1 19,-0.602239,0.603483,0.292728,0.348919,0.29289,0.34932,-0.664999,0.512
1.29E+07,caps hf  2 38 1 20,-0.602336,0.603432,0.29307,0.348546,0.29322,0.348932,-0.663715,0.513586
1.29E+07,caps hf  2 38 1 21,-0.602434,0.60338,0.293411,0.348173,0.29355,0.348544,-0.662432,0.515172
1.29E+07,caps hf  2 38 1 22,-0.602531,0.603329,0.293753,0.347801,0.29388,0.348155,-0.661148,0.516758
1.29E+07,caps hf  2 38 1 23,-0.602629,0.603278,0.294094,0.347428,0.294209,0.347767,-0.659865,0.518344
1.29E+07,caps hf  2 38 1 24,-0.602726,0.603226,0.294436,0.347056,0.294539,0.347379,-0.658581,0.519931
1.29E+07,caps hf  2 38 1 25,-0.602823,0.603175,0.294777,0.346683,0.294869,0.34699,-0.657298,0.521517
1.29E+07,caps hf  2 38 1 26,-0.602921,0.603124,0.295119,0.34631,0.295199,0.346602,-0.656015,0.523103
1.29E+07,caps hf  2 38 1 27,-0.603018,0.603073,0.295461,0.345938,0.295529,0.346214,-0.654731,0.524689
1.29E+07,caps hf  2 38 1 28,-0.603116,0.603021,0.295802,0.345565,0.295859,0.345826,-0.653448,0.526275
1.29E+07,caps hf  2 38 1 29,-0.603213,0.60297,0.296144,0.345193,0.296189,0.345437,-0.652164,0.527861
1.29E+07,caps hf  2 38 1 30,-0.603311,0.602919,0.296485,0.34482,0.296518,0.345049,-0.650881,0.529448
1.29E+07,caps hf  2 38 1 31,-0.603408,0.602867,0.296827,0.344447,0.296848,0.344661,-0.649598,0.531034
1.29E+07,caps hf  2 38 1 32,-0.604259,0.602363,0.299576,0.341189,0.299418,0.341901,-0.639975,0.543454
1.29E+07,caps hf  2 38 1 33,-0.60434,0.602345,0.299898,0.340821,0.299721,0.341534,-0.638686,0.544914
1.29E+07,caps hf  2 38 1 34,-0.604421,0.602327,0.300221,0.340452,0.300023,0.341166,-0.637397,0.546373
1.29E+07,caps hf  2 38 1 35,-0.604501,0.602309,0.300543,0.340084,0.300326,0.340799,-0.636108,0.547833
1.29E+07,caps hf  2 38 1 36,-0.604582,0.602291,0.300866,0.339716,0.300629,0.340432,-0.634819,0.549292
1.29E+07,caps hf  2 38 1 37,-0.604663,0.602273,0.301188,0.339347,0.300931,0.340064,-0.63353,0.550751
1.29E+07,caps hf  2 38 1 38,-0.604744,0.602255,0.30151,0.338979,0.301234,0.339697,-0.632241,0.552211
1.29E+07,caps hf  2 38 1 39,-0.604824,0.602237,0.301833,0.33861,0.301537,0.33933,-0.630951,0.55367
1.29E+07,caps hf  2 38 1 40,-0.604905,0.602219,0.302155,0.338242,0.301839,0.338962,-0.629662,0.555129
1.29E+07,caps hf  2 38 1 41,-0.604986,0.602201,0.302478,0.337873,0.302142,0.338595,-0.628373,0.556589
1.29E+07,caps hf  2 38 1 42,-0.605067,0.602183,0.3028,0.337505,0.302445,0.338228,-0.627084,0.558048
1.29E+07,caps hf  2 38 1 43,-0.605148,0.602165,0.303122,0.337136,0.302747,0.33786,-0.625795,0.559507
1.29E+07,caps hf  2 38 1 44,-0.605228,0.602147,0.303445,0.336768,0.30305,0.337493,-0.624506,0.560967
1.29E+07,caps hf  2 38 1 45,-0.605309,0.602129,0.303767,0.336399,0.303353,0.337126,-0.623217,0.562426
1.29E+07,caps hf  2 38 1 46,-0.60539,0.602111,0.30409,0.336031,0.303656,0.336758,-0.621928,0.563886
1.29E+07,caps hf  2 38 1 47,-0.605471,0.602093,0.304412,0.335662,0.303958,0.336391,-0.620639,0.565345
1.29E+07,caps hf  2 38 1 48,-0.606808,0.600987,0.30604,0.333542,0.306045,0.334111,-0.613762,0.574083
1.29E+07,caps hf  2 38 1 49,-0.606911,0.600965,0.306339,0.333184,0.306333,0.333748,-0.612471,0.575442
1.29E+07,caps hf  2 38 1 50,-0.607015,0.600943,0.306637,0.332827,0.306621,0.333384,-0.611179,0.576801
1.29E+07,caps hf  2 38 1 51,-0.607118,0.60092,0.306935,0.332469,0.306908,0.333021,-0.609888,0.578159
1.29E+07,caps hf  2 38 1 52,-0.607221,0.600898,0.307234,0.332112,0.307196,0.332658,-0.608596,0.579518
1.29E+07,caps hf  2 38 1 53,-0.607325,0.600875,0.307532,0.331754,0.307484,0.332295,-0.607305,0.580877
1.29E+07,caps hf  2 38 1 54,-0.607428,0.600853,0.307831,0.331397,0.307772,0.331932,-0.606013,0.582235
1.29E+07,caps hf  2 38 1 55,-0.607532,0.600831,0.308129,0.331039,0.308059,0.331569,-0.604722,0.583594
1.29E+07,caps hf  2 38 1 56,-0.607635,0.600808,0.308428,0.330682,0.308347,0.331206,-0.60343,0.584953
1.29E+07,caps hf  2 38 1 57,-0.607738,0.600786,0.308726,0.330324,0.308635,0.330842,-0.602139,0.586312
1.29E+07,caps hf  2 38 1 58,-0.607842,0.600764,0.309024,0.329967,0.308923,0.330479,-0.600847,0.58767
1.29E+07,caps hf  2 38 1 59,-0.607945,0.600741,0.309323,0.329609,0.309211,0.330116,-0.599556,0.589029
1.29E+07,caps hf  2 38 1 60,-0.608048,0.600719,0.309621,0.329252,0.309498,0.329753,-0.598264,0.590388
1.29E+07,caps hf  2 38 1 61,-0.608152,0.600696,0.30992,0.328894,0.309786,0.32939,-0.596973,0.591746
1.29E+07,caps hf  2 38 1 62,-0.608255,0.600674,0.310218,0.328537,0.310074,0.329027,-0.595681,0.593105
1.29E+07,caps hf  2 38 1 63,-0.608359,0.600652,0.310516,0.328179,0.310362,0.328663,-0.59439,0.594464
1.29E+07,caps hf  2 38 2 0,-0.608883,0.599689,0.311801,0.325767,0.312347,0.325964,-0.586413,0.603449
1.29E+07,caps hf  2 38 2 1,-0.608965,0.59966,0.312074,0.325402,0.312602,0.325592,-0.585115,0.604709
1.29E+07,caps hf  2 38 2 2,-0.609046,0.59963,0.312346,0.325037,0.312856,0.32522,-0.583817,0.605969
1.29E+07,caps hf  2 38 2 3,-0.609127,0.599601,0.312618,0.324673,0.313111,0.324847,-0.58252,0.607229
1.29E+07,caps hf  2 38 2 4,-0.609208,0.599572,0.312891,0.324308,0.313365,0.324475,-0.581222,0.608489
1.29E+07,caps hf  2 38 2 5,-0.60929,0.599543,0.313163,0.323944,0.31362,0.324102,-0.579924,0.60975
1.29E+07,caps hf  2 38 2 6,-0.609371,0.599514,0.313436,0.323579,0.313874,0.32373,-0.578627,0.61101
1.29E+07,caps hf  2 38 2 7,-0.609452,0.599485,0.313708,0.323214,0.314129,0.323357,-0.577329,0.61227
1.29E+07,caps hf  2 38 2 8,-0.609534,0.599455,0.313981,0.32285,0.314383,0.322985,-0.576031,0.61353
1.29E+07,caps hf  2 38 2 9,-0.609615,0.599426,0.314253,0.322485,0.314638,0.322613,-0.574734,0.61479
1.29E+07,caps hf  2 38 2 10,-0.609696,0.599397,0.314526,0.322121,0.314892,0.32224,-0.573436,0.61605
1.29E+07,caps hf  2 38 2 11,-0.609778,0.599368,0.314798,0.321756,0.315146,0.321868,-0.572138,0.617311
1.29E+07,caps hf  2 38 2 12,-0.609859,0.599339,0.31507,0.321391,0.315401,0.321495,-0.570841,0.618571
1.29E+07,caps hf  2 38 2 13,-0.60994,0.599309,0.315343,0.321027,0.315655,0.321123,-0.569543,0.619831
1.29E+07,caps hf  2 38 2 14,-0.610021,0.59928,0.315615,0.320662,0.31591,0.32075,-0.568245,0.621091
1.29E+07,caps hf  2 38 2 15,-0.610103,0.599251,0.315888,0.320298,0.316164,0.320378,-0.566948,0.622351
1.29E+07,caps hf  2 38 2 16,-0.610886,0.599167,0.317483,0.317893,0.31783,0.318648,-0.560089,0.629165
1.29E+07,caps hf  2 38 2 17,-0.610983,0.599103,0.317723,0.317548,0.318045,0.318254,-0.558762,0.630352
1.29E+07,caps hf  2 38 2 18,-0.611079,0.599039,0.317964,0.317203,0.31826,0.317859,-0.557436,0.63154
1.29E+07,caps hf  2 38 2 19,-0.611176,0.598975,0.318204,0.316858,0.318475,0.317464,-0.55611,0.632727
1.29E+07,caps hf  2 38 2 20,-0.611272,0.598911,0.318444,0.316513,0.318691,0.317069,-0.554784,0.633915
1.29E+07,caps hf  2 38 2 21,-0.611369,0.598847,0.318685,0.316168,0.318906,0.316674,-0.553458,0.635102
1.29E+07,caps hf  2 38 2 22,-0.611466,0.598782,0.318925,0.315823,0.319121,0.31628,-0.552132,0.63629
1.29E+07,caps hf  2 38 2 23,-0.611562,0.598718,0.319166,0.315478,0.319336,0.315885,-0.550806,0.637477
1.29E+07,caps hf  2 38 2 24,-0.611659,0.598654,0.319406,0.315133,0.319551,0.31549,-0.54948,0.638665
1.29E+07,caps hf  2 38 2 25,-0.611755,0.59859,0.319646,0.314788,0.319766,0.315095,-0.548153,0.639852
1.29E+07,caps hf  2 38 2 26,-0.611852,0.598526,0.319887,0.314443,0.319981,0.314701,-0.546827,0.64104
1.29E+07,caps hf  2 38 2 27,-0.611948,0.598462,0.320127,0.314098,0.320196,0.314306,-0.545501,0.642227
1.29E+07,caps hf  2 38 2 28,-0.612045,0.598397,0.320367,0.313753,0.320411,0.313911,-0.544175,0.643414
1.29E+07,caps hf  2 38 2 29,-0.612142,0.598333,0.320608,0.313408,0.320626,0.313516,-0.542849,0.644602
1.29E+07,caps hf  2 38 2 30,-0.612238,0.598269,0.320848,0.313063,0.320841,0.313121,-0.541523,0.645789
1.29E+07,caps hf  2 38 2 31,-0.612335,0.598205,0.321089,0.312718,0.321056,0.312727,-0.540197,0.646977
1.29E+07,caps hf  2 38 2 32,-0.613423,0.598231,0.322499,0.309884,0.322913,0.310452,-0.530544,0.655258
1.29E+07,caps hf  2 38 2 33,-0.613533,0.598219,0.322724,0.309533,0.323111,0.310084,-0.529256,0.656313
1.29E+07,caps hf  2 38 2 34,-0.613642,0.598207,0.322949,0.309181,0.32331,0.309716,-0.527967,0.657368
1.29E+07,caps hf  2 38 2 35,-0.613751,0.598195,0.323174,0.30883,0.323508,0.309348,-0.526679,0.658424
1.29E+07,caps hf  2 38 2 36,-0.613861,0.598183,0.323399,0.308479,0.323706,0.30898,-0.52539,0.659479
