Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
1.29E+07,caps hf  1 7 0 28,-0.616924,0.402546,0.244267,0.576556,0.243554,0.577277,-0.701577,0.18177
1.29E+07,caps hf  1 7 0 29,-0.616993,0.402303,0.245017,0.576293,0.244252,0.57704,-0.700965,0.183773
1.29E+07,caps hf  1 7 0 30,-0.617061,0.40206,0.245766,0.576031,0.24495,0.576803,-0.700353,0.185775
1.29E+07,caps hf  1 7 0 31,-0.61713,0.401818,0.246516,0.575769,0.245649,0.576566,-0.699741,0.187777
1.29E+07,caps hf  1 7 0 32,-0.617707,0.399526,0.251792,0.573595,0.251048,0.57425,-0.695339,0.203162
1.29E+07,caps hf  1 7 0 33,-0.617848,0.399271,0.252464,0.573345,0.251759,0.573957,-0.694618,0.205112
1.29E+07,caps hf  1 7 0 34,-0.617989,0.399016,0.253137,0.573095,0.25247,0.573664,-0.693896,0.207063
1.29E+07,caps hf  1 7 0 35,-0.61813,0.398761,0.25381,0.572845,0.253181,0.573371,-0.693174,0.209013
1.29E+07,caps hf  1 7 0 36,-0.61827,0.398506,0.254483,0.572595,0.253891,0.573077,-0.692452,0.210963
1.29E+07,caps hf  1 7 0 37,-0.618411,0.398251,0.255155,0.572345,0.254602,0.572784,-0.69173,0.212913
1.29E+07,caps hf  1 7 0 38,-0.618552,0.397996,0.255828,0.572094,0.255313,0.572491,-0.691008,0.214864
1.29E+07,caps hf  1 7 0 39,-0.618693,0.397741,0.256501,0.571844,0.256024,0.572198,-0.690287,0.216814
1.29E+07,caps hf  1 7 0 40,-0.618833,0.397486,0.257174,0.571594,0.256735,0.571904,-0.689565,0.218764
1.29E+07,caps hf  1 7 0 41,-0.618974,0.397231,0.257846,0.571344,0.257445,0.571611,-0.688843,0.220714
1.29E+07,caps hf  1 7 0 42,-0.619115,0.396976,0.258519,0.571094,0.258156,0.571318,-0.688121,0.222665
1.29E+07,caps hf  1 7 0 43,-0.619255,0.396721,0.259192,0.570844,0.258867,0.571025,-0.687399,0.224615
1.29E+07,caps hf  1 7 0 44,-0.619396,0.396466,0.259865,0.570594,0.259578,0.570732,-0.686677,0.226565
1.29E+07,caps hf  1 7 0 45,-0.619537,0.396211,0.260537,0.570344,0.260289,0.570438,-0.685956,0.228515
1.29E+07,caps hf  1 7 0 46,-0.619678,0.395956,0.26121,0.570094,0.260999,0.570145,-0.685234,0.230466
1.29E+07,caps hf  1 7 0 47,-0.619818,0.395701,0.261883,0.569844,0.26171,0.569852,-0.684512,0.232416
1.29E+07,caps hf  1 7 0 48,-0.620433,0.394628,0.265914,0.568411,0.265077,0.568713,-0.681133,0.242713
1.29E+07,caps hf  1 7 0 49,-0.620591,0.394372,0.266541,0.568134,0.265751,0.568435,-0.6804,0.244528
1.29E+07,caps hf  1 7 0 50,-0.620748,0.394115,0.267168,0.567857,0.266426,0.568156,-0.679667,0.246344
1.29E+07,caps hf  1 7 0 51,-0.620906,0.393858,0.267795,0.567581,0.2671,0.567878,-0.678934,0.248159
1.29E+07,caps hf  1 7 0 52,-0.621064,0.393601,0.268422,0.567304,0.267775,0.5676,-0.678201,0.249974
1.29E+07,caps hf  1 7 0 53,-0.621222,0.393344,0.269049,0.567027,0.268449,0.567321,-0.677468,0.25179
1.29E+07,caps hf  1 7 0 54,-0.621379,0.393087,0.269676,0.566751,0.269124,0.567043,-0.676736,0.253605
1.29E+07,caps hf  1 7 0 55,-0.621537,0.39283,0.270303,0.566474,0.269798,0.566765,-0.676003,0.255421
1.29E+07,caps hf  1 7 0 56,-0.621695,0.392574,0.27093,0.566198,0.270473,0.566486,-0.67527,0.257236
1.29E+07,caps hf  1 7 0 57,-0.621853,0.392317,0.271557,0.565921,0.271147,0.566208,-0.674537,0.259051
1.29E+07,caps hf  1 7 0 58,-0.62201,0.39206,0.272185,0.565644,0.271822,0.56593,-0.673804,0.260867
1.29E+07,caps hf  1 7 0 59,-0.622168,0.391803,0.272812,0.565368,0.272496,0.565651,-0.673071,0.262682
1.29E+07,caps hf  1 7 0 60,-0.622326,0.391546,0.273439,0.565091,0.273171,0.565373,-0.672338,0.264498
1.29E+07,caps hf  1 7 0 61,-0.622484,0.391289,0.274066,0.564814,0.273845,0.565095,-0.671605,0.266313
1.29E+07,caps hf  1 7 0 62,-0.622641,0.391033,0.274693,0.564538,0.27452,0.564816,-0.670872,0.268128
1.29E+07,caps hf  1 7 0 63,-0.622799,0.390776,0.27532,0.564261,0.275194,0.564538,-0.67014,0.269944
1.29E+07,caps hf  1 7 1 0,-0.622709,0.390401,0.278494,0.562374,0.277591,0.563293,-0.667742,0.277235
1.29E+07,caps hf  1 7 1 1,-0.62283,0.390195,0.279106,0.562097,0.278272,0.562996,-0.666941,0.279002
1.29E+07,caps hf  1 7 1 2,-0.622951,0.38999,0.279718,0.56182,0.278953,0.562699,-0.666141,0.28077
1.29E+07,caps hf  1 7 1 3,-0.623072,0.389784,0.280329,0.561542,0.279633,0.562402,-0.66534,0.282537
1.29E+07,caps hf  1 7 1 4,-0.623192,0.389578,0.280941,0.561265,0.280314,0.562104,-0.664539,0.284305
1.29E+07,caps hf  1 7 1 5,-0.623313,0.389372,0.281553,0.560988,0.280995,0.561807,-0.663738,0.286072
1.29E+07,caps hf  1 7 1 6,-0.623434,0.389166,0.282165,0.560711,0.281675,0.56151,-0.662937,0.28784
1.29E+07,caps hf  1 7 1 7,-0.623555,0.388961,0.282777,0.560433,0.282356,0.561213,-0.662136,0.289607
1.29E+07,caps hf  1 7 1 8,-0.623676,0.388755,0.283388,0.560156,0.283037,0.560916,-0.661335,0.291375
1.29E+07,caps hf  1 7 1 9,-0.623796,0.388549,0.284,0.559879,0.283717,0.560619,-0.660534,0.293142
1.29E+07,caps hf  1 7 1 10,-0.623917,0.388343,0.284612,0.559601,0.284398,0.560322,-0.659734,0.29491
1.29E+07,caps hf  1 7 1 11,-0.624038,0.388138,0.285224,0.559324,0.285079,0.560025,-0.658933,0.296677
1.29E+07,caps hf  1 7 1 12,-0.624159,0.387932,0.285835,0.559047,0.285759,0.559728,-0.658132,0.298445
1.29E+07,caps hf  1 7 1 13,-0.624279,0.387726,0.286447,0.55877,0.28644,0.559431,-0.657331,0.300212
1.29E+07,caps hf  1 7 1 14,-0.6244,0.38752,0.287059,0.558492,0.287121,0.559134,-0.65653,0.30198
1.29E+07,caps hf  1 7 1 15,-0.624521,0.387315,0.287671,0.558215,0.287802,0.558837,-0.655729,0.303747
1.29E+07,caps hf  1 7 1 16,-0.624858,0.385745,0.290953,0.556196,0.290971,0.556849,-0.651454,0.31326
1.29E+07,caps hf  1 7 1 17,-0.625011,0.385536,0.291517,0.55585,0.291552,0.55649,-0.650609,0.314875
1.29E+07,caps hf  1 7 1 18,-0.625165,0.385327,0.292081,0.555504,0.292134,0.556131,-0.649764,0.316491
1.29E+07,caps hf  1 7 1 19,-0.625319,0.385118,0.292645,0.555158,0.292715,0.555772,-0.64892,0.318106
1.29E+07,caps hf  1 7 1 20,-0.625473,0.384909,0.293209,0.554812,0.293297,0.555413,-0.648075,0.319722
1.29E+07,caps hf  1 7 1 21,-0.625627,0.3847,0.293773,0.554466,0.293878,0.555054,-0.64723,0.321337
1.29E+07,caps hf  1 7 1 22,-0.625781,0.384491,0.294337,0.55412,0.29446,0.554695,-0.646385,0.322952
1.29E+07,caps hf  1 7 1 23,-0.625934,0.384282,0.294902,0.553775,0.295041,0.554336,-0.645541,0.324568
1.29E+07,caps hf  1 7 1 24,-0.626088,0.384073,0.295466,0.553429,0.295623,0.553977,-0.644696,0.326183
1.29E+07,caps hf  1 7 1 25,-0.626242,0.383864,0.29603,0.553083,0.296204,0.553618,-0.643851,0.327799
1.29E+07,caps hf  1 7 1 26,-0.626396,0.383655,0.296594,0.552737,0.296786,0.553259,-0.643007,0.329414
1.29E+07,caps hf  1 7 1 27,-0.62655,0.383446,0.297158,0.552391,0.297367,0.5529,-0.642162,0.331029
1.29E+07,caps hf  1 7 1 28,-0.626704,0.383237,0.297722,0.552045,0.297949,0.552541,-0.641317,0.332645
1.29E+07,caps hf  1 7 1 29,-0.626857,0.383028,0.298286,0.551699,0.29853,0.552182,-0.640472,0.33426
1.29E+07,caps hf  1 7 1 30,-0.627011,0.382819,0.29885,0.551353,0.299112,0.551822,-0.639628,0.335876
1.29E+07,caps hf  1 7 1 31,-0.627165,0.38261,0.299414,0.551007,0.299693,0.551463,-0.638783,0.337491
1.29E+07,caps hf  1 7 1 32,-0.628628,0.380944,0.303911,0.549019,0.304086,0.549868,-0.632421,0.349427
1.29E+07,caps hf  1 7 1 33,-0.628777,0.380764,0.304467,0.548666,0.304596,0.549489,-0.631521,0.350953
1.29E+07,caps hf  1 7 1 34,-0.628926,0.380584,0.305023,0.548312,0.305105,0.549109,-0.630621,0.352478
1.29E+07,caps hf  1 7 1 35,-0.629075,0.380404,0.305579,0.547959,0.305615,0.54873,-0.629721,0.354003
1.29E+07,caps hf  1 7 1 36,-0.629224,0.380224,0.306135,0.547605,0.306124,0.548351,-0.628821,0.355528
1.29E+07,caps hf  1 7 1 37,-0.629373,0.380044,0.306691,0.547251,0.306634,0.547972,-0.627921,0.357054
1.29E+07,caps hf  1 7 1 38,-0.629522,0.379864,0.307247,0.546898,0.307144,0.547593,-0.627022,0.358579
1.29E+07,caps hf  1 7 1 39,-0.629671,0.379684,0.307802,0.546544,0.307653,0.547214,-0.626122,0.360104
1.29E+07,caps hf  1 7 1 40,-0.62982,0.379504,0.308358,0.546191,0.308163,0.546834,-0.625222,0.361629
1.29E+07,caps hf  1 7 1 41,-0.629969,0.379324,0.308914,0.545837,0.308672,0.546455,-0.624322,0.363154
1.29E+07,caps hf  1 7 1 42,-0.630118,0.379144,0.30947,0.545483,0.309182,0.546076,-0.623422,0.36468
1.29E+07,caps hf  1 7 1 43,-0.630267,0.378964,0.310026,0.54513,0.309692,0.545697,-0.622522,0.366205
1.29E+07,caps hf  1 7 1 44,-0.630416,0.378784,0.310582,0.544776,0.310201,0.545318,-0.621622,0.36773
1.29E+07,caps hf  1 7 1 45,-0.630565,0.378604,0.311137,0.544423,0.310711,0.544939,-0.620722,0.369255
1.29E+07,caps hf  1 7 1 46,-0.630714,0.378424,0.311693,0.544069,0.31122,0.544559,-0.619823,0.370781
1.29E+07,caps hf  1 7 1 47,-0.630863,0.378244,0.312249,0.543715,0.31173,0.54418,-0.618923,0.372306
1.29E+07,caps hf  1 7 1 48,-0.631689,0.377305,0.315345,0.542122,0.314886,0.542432,-0.613995,0.3807
1.29E+07,caps hf  1 7 1 49,-0.631822,0.377148,0.315847,0.541771,0.315411,0.542095,-0.613114,0.382138
1.29E+07,caps hf  1 7 1 50,-0.631956,0.376991,0.316349,0.541421,0.315936,0.541757,-0.612233,0.383575
1.29E+07,caps hf  1 7 1 51,-0.632089,0.376834,0.316851,0.54107,0.31646,0.54142,-0.611352,0.385012
1.29E+07,caps hf  1 7 1 52,-0.632223,0.376676,0.317353,0.54072,0.316985,0.541082,-0.610471,0.386449
1.29E+07,caps hf  1 7 1 53,-0.632356,0.376519,0.317856,0.540369,0.31751,0.540745,-0.60959,0.387886
1.29E+07,caps hf  1 7 1 54,-0.63249,0.376362,0.318358,0.540019,0.318035,0.540407,-0.608709,0.389323
1.29E+07,caps hf  1 7 1 55,-0.632623,0.376205,0.31886,0.539669,0.318559,0.540069,-0.607828,0.390761
1.29E+07,caps hf  1 7 1 56,-0.632757,0.376048,0.319362,0.539318,0.319084,0.539732,-0.606947,0.392198
1.29E+07,caps hf  1 7 1 57,-0.63289,0.37589,0.319864,0.538968,0.319609,0.539394,-0.606066,0.393635
1.29E+07,caps hf  1 7 1 58,-0.633024,0.375733,0.320366,0.538617,0.320133,0.539057,-0.605184,0.395072
1.29E+07,caps hf  1 7 1 59,-0.633157,0.375576,0.320868,0.538267,0.320658,0.538719,-0.604303,0.396509
1.29E+07,caps hf  1 7 1 60,-0.633291,0.375419,0.32137,0.537916,0.321183,0.538382,-0.603422,0.397946
1.29E+07,caps hf  1 7 1 61,-0.633425,0.375262,0.321873,0.537566,0.321708,0.538044,-0.602541,0.399383
1.29E+07,caps hf  1 7 1 62,-0.633558,0.375104,0.322375,0.537215,0.322232,0.537707,-0.60166,0.400821
1.29E+07,caps hf  1 7 1 63,-0.633692,0.374947,0.322877,0.536865,0.322757,0.537369,-0.600779,0.402258
1.29E+07,caps hf  1 7 2 0,-0.634337,0.373823,0.325998,0.534093,0.32584,0.535034,-0.595262,0.41135
1.29E+07,caps hf  1 7 2 1,-0.634471,0.373613,0.326446,0.533753,0.326299,0.534649,-0.594298,0.412688
1.29E+07,caps hf  1 7 2 2,-0.634605,0.373403,0.326895,0.533413,0.326758,0.534264,-0.593333,0.414027
1.29E+07,caps hf  1 7 2 3,-0.634738,0.373192,0.327343,0.533073,0.327216,0.533879,-0.592369,0.415365
1.29E+07,caps hf  1 7 2 4,-0.634872,0.372982,0.327792,0.532733,0.327675,0.533495,-0.591404,0.416703
1.29E+07,caps hf  1 7 2 5,-0.635006,0.372772,0.32824,0.532394,0.328133,0.53311,-0.590439,0.418042
1.29E+07,caps hf  1 7 2 6,-0.63514,0.372561,0.328689,0.532054,0.328592,0.532725,-0.589475,0.41938
1.29E+07,caps hf  1 7 2 7,-0.635273,0.372351,0.329137,0.531714,0.329051,0.53234,-0.58851,0.420718
1.29E+07,caps hf  1 7 2 8,-0.635407,0.372141,0.329586,0.531374,0.329509,0.531955,-0.587546,0.422056
1.29E+07,caps hf  1 7 2 9,-0.635541,0.371931,0.330035,0.531034,0.329968,0.53157,-0.586581,0.423395
1.29E+07,caps hf  1 7 2 10,-0.635675,0.37172,0.330483,0.530694,0.330426,0.531185,-0.585617,0.424733
1.29E+07,caps hf  1 7 2 11,-0.635808,0.37151,0.330932,0.530355,0.330885,0.5308,-0.584652,0.426071
1.29E+07,caps hf  1 7 2 12,-0.635942,0.3713,0.33138,0.530015,0.331344,0.530415,-0.583688,0.42741
1.29E+07,caps hf  1 7 2 13,-0.636076,0.371089,0.331829,0.529675,0.331802,0.53003,-0.582723,0.428748
1.29E+07,caps hf  1 7 2 14,-0.63621,0.370879,0.332277,0.529335,0.332261,0.529645,-0.581759,0.430086
1.29E+07,caps hf  1 7 2 15,-0.636343,0.370669,0.332726,0.528995,0.332719,0.52926,-0.580794,0.431424
1.29E+07,caps hf  1 7 2 16,-0.637345,0.370127,0.335892,0.527081,0.335476,0.527405,-0.576112,0.438613
1.29E+07,caps hf  1 7 2 17,-0.637471,0.36996,0.3363,0.52673,0.335957,0.527054,-0.575173,0.439889
1.29E+07,caps hf  1 7 2 18,-0.637597,0.369793,0.336708,0.52638,0.336438,0.526702,-0.574235,0.441166
1.29E+07,caps hf  1 7 2 19,-0.637724,0.369625,0.337116,0.526029,0.336919,0.526351,-0.573296,0.442442
1.29E+07,caps hf  1 7 2 20,-0.63785,0.369458,0.337524,0.525678,0.3374,0.526,-0.572357,0.443718
1.29E+07,caps hf  1 7 2 21,-0.637977,0.369291,0.337933,0.525328,0.337881,0.525649,-0.571418,0.444995
1.29E+07,caps hf  1 7 2 22,-0.638103,0.369124,0.338341,0.524977,0.338362,0.525298,-0.570479,0.446271
1.29E+07,caps hf  1 7 2 23,-0.63823,0.368957,0.338749,0.524626,0.338844,0.524947,-0.569541,0.447547
1.29E+07,caps hf  1 7 2 24,-0.638356,0.368789,0.339157,0.524276,0.339325,0.524595,-0.568602,0.448824
1.29E+07,caps hf  1 7 2 25,-0.638483,0.368622,0.339565,0.523925,0.339806,0.524244,-0.567663,0.4501
1.29E+07,caps hf  1 7 2 26,-0.638609,0.368455,0.339974,0.523575,0.340287,0.523893,-0.566724,0.451376
1.29E+07,caps hf  1 7 2 27,-0.638735,0.368288,0.340382,0.523224,0.340768,0.523542,-0.565785,0.452652
1.29E+07,caps hf  1 7 2 28,-0.638862,0.368121,0.34079,0.522873,0.341249,0.523191,-0.564846,0.453929
1.29E+07,caps hf  1 7 2 29,-0.638988,0.367953,0.341198,0.522523,0.34173,0.52284,-0.563908,0.455205
1.29E+07,caps hf  1 7 2 30,-0.639115,0.367786,0.341606,0.522172,0.342211,0.522489,-0.562969,0.456481
1.29E+07,caps hf  1 7 2 31,-0.639241,0.367619,0.342015,0.521822,0.342692,0.522137,-0.56203,0.457758
1.29E+07,caps hf  1 7 2 32,-0.640734,0.366838,0.345194,0.518927,0.345658,0.51936,-0.554633,0.466934
1.29E+07,caps hf  1 7 2 33,-0.640871,0.366667,0.345608,0.518576,0.34604,0.518992,-0.553672,0.468092
1.29E+07,caps hf  1 7 2 34,-0.641007,0.366497,0.346021,0.518225,0.346423,0.518624,-0.55271,0.46925
1.29E+07,caps hf  1 7 2 35,-0.641143,0.366326,0.346435,0.517873,0.346805,0.518256,-0.551748,0.470408
1.29E+07,caps hf  1 7 2 36,-0.641279,0.366156,0.346848,0.517522,0.347187,0.517888,-0.550786,0.471566
1.29E+07,caps hf  1 7 2 37,-0.641415,0.365985,0.347262,0.517171,0.34757,0.51752,-0.549825,0.472724
1.29E+07,caps hf  1 7 2 38,-0.641551,0.365815,0.347675,0.51682,0.347952,0.517152,-0.548863,0.473882
1.29E+07,caps hf  1 7 2 39,-0.641688,0.365644,0.348088,0.516469,0.348335,0.516784,-0.547901,0.47504
1.29E+07,caps hf  1 7 2 40,-0.641824,0.365474,0.348502,0.516117,0.348717,0.516415,-0.54694,0.476198
1.29E+07,caps hf  1 7 2 41,-0.64196,0.365303,0.348915,0.515766,0.3491,0.516047,-0.545978,0.477357
1.29E+07,caps hf  1 7 2 42,-0.642096,0.365133,0.349329,0.515415,0.349482,0.515679,-0.545016,0.478515
1.29E+07,caps hf  1 7 2 43,-0.642232,0.364962,0.349742,0.515064,0.349865,0.515311,-0.544054,0.479673
1.29E+07,caps hf  1 7 2 44,-0.642368,0.364792,0.350156,0.514712,0.350247,0.514943,-0.543093,0.480831
1.29E+07,caps hf  1 7 2 45,-0.642505,0.364621,0.350569,0.514361,0.35063,0.514575,-0.542131,0.481989
1.29E+07,caps hf  1 7 2 46,-0.642641,0.364451,0.350983,0.51401,0.351012,0.514207,-0.541169,0.483147
1.29E+07,caps hf  1 7 2 47,-0.642777,0.36428,0.351396,0.513659,0.351394,0.513839,-0.540207,0.484305
1.29E+07,caps hf  1 7 2 48,-0.64369,0.363375,0.353638,0.511621,0.353829,0.511803,-0.535265,0.490857
1.29E+07,caps hf  1 7 2 49,-0.643814,0.36328,0.35401,0.511257,0.354197,0.511471,-0.534336,0.491895
1.29E+07,caps hf  1 7 2 50,-0.643938,0.363186,0.354381,0.510893,0.354564,0.511139,-0.533407,0.492932
1.29E+07,caps hf  1 7 2 51,-0.644062,0.363091,0.354753,0.510529,0.354932,0.510807,-0.532477,0.493969
1.29E+07,caps hf  1 7 2 52,-0.644186,0.362997,0.355125,0.510166,0.355299,0.510474,-0.531548,0.495006
1.29E+07,caps hf  1 7 2 53,-0.64431,0.362902,0.355497,0.509802,0.355667,0.510142,-0.530619,0.496043
1.29E+07,caps hf  1 7 2 54,-0.644434,0.362808,0.355869,0.509438,0.356034,0.50981,-0.52969,0.49708
1.29E+07,caps hf  1 7 2 55,-0.644558,0.362713,0.356241,0.509074,0.356402,0.509478,-0.528761,0.498117
1.29E+07,caps hf  1 7 2 56,-0.644682,0.362618,0.356613,0.50871,0.356769,0.509145,-0.527831,0.499155
1.29E+07,caps hf  1 7 2 57,-0.644806,0.362524,0.356985,0.508346,0.357137,0.508813,-0.526902,0.500192
1.29E+07,caps hf  1 7 2 58,-0.644931,0.362429,0.357357,0.507983,0.357504,0.508481,-0.525973,0.501229
1.29E+07,caps hf  1 7 2 59,-0.645055,0.362335,0.357729,0.507619,0.357872,0.508149,-0.525044,0.502266
1.29E+07,caps hf  1 7 2 60,-0.645179,0.36224,0.3581,0.507255,0.358239,0.507817,-0.524115,0.503303
1.29E+07,caps hf  1 7 2 61,-0.645303,0.362146,0.358472,0.506891,0.358607,0.507484,-0.523185,0.50434
1.29E+07,caps hf  1 7 2 62,-0.645427,0.362051,0.358844,0.506527,0.358974,0.507152,-0.522256,0.505378
1.29E+07,caps hf  1 7 2 63,-0.645551,0.361957,0.359216,0.506164,0.359342,0.50682,-0.521327,0.506415
1.29E+07,caps hf  1 7 3 0,-0.64677,0.360857,0.361906,0.504098,0.361668,0.504357,-0.516112,0.513047
1.29E+07,caps hf  1 7 3 1,-0.646871,0.360772,0.362247,0.503707,0.362028,0.504005,-0.515145,0.514068
1.29E+07,caps hf  1 7 3 2,-0.646972,0.360687,0.362587,0.503317,0.362389,0.503653,-0.514177,0.51509
1.29E+07,caps hf  1 7 3 3,-0.647074,0.360602,0.362927,0.502927,0.362749,0.503301,-0.51321,0.516112
1.29E+07,caps hf  1 7 3 4,-0.647175,0.360517,0.363267,0.502537,0.363109,0.502948,-0.512243,0.517134
1.29E+07,caps hf  1 7 3 5,-0.647276,0.360432,0.363607,0.502146,0.363469,0.502596,-0.511276,0.518155
1.29E+07,caps hf  1 7 3 6,-0.647378,0.360347,0.363947,0.501756,0.363829,0.502244,-0.510308,0.519177
1.29E+07,caps hf  1 7 3 7,-0.647479,0.360262,0.364287,0.501366,0.36419,0.501892,-0.509341,0.520199
1.29E+07,caps hf  1 7 3 8,-0.64758,0.360177,0.364627,0.500975,0.36455,0.501539,-0.508374,0.521221
1.29E+07,caps hf  1 7 3 9,-0.647682,0.360092,0.364968,0.500585,0.36491,0.501187,-0.507407,0.522243
1.29E+07,caps hf  1 7 3 10,-0.647783,0.360007,0.365308,0.500195,0.36527,0.500835,-0.506439,0.523264
1.29E+07,caps hf  1 7 3 11,-0.647884,0.359922,0.365648,0.499805,0.36563,0.500483,-0.505472,0.524286
1.29E+07,caps hf  1 7 3 12,-0.647986,0.359837,0.365988,0.499414,0.365991,0.500131,-0.504505,0.525308
1.29E+07,caps hf  1 7 3 13,-0.648087,0.359751,0.366328,0.499024,0.366351,0.499778,-0.503538,0.52633
1.29E+07,caps hf  1 7 3 14,-0.648188,0.359666,0.366668,0.498634,0.366711,0.499426,-0.50257,0.527352
1.29E+07,caps hf  1 7 3 15,-0.64829,0.359581,0.367008,0.498244,0.367071,0.499074,-0.501603,0.528373
1.29E+07,caps hf  1 7 3 16,-0.649342,0.358903,0.369008,0.496379,0.36914,0.496742,-0.496185,0.533766
1.29E+07,caps hf  1 7 3 17,-0.649478,0.35877,0.369356,0.496038,0.369477,0.496408,-0.495265,0.534719
1.29E+07,caps hf  1 7 3 18,-0.649614,0.358637,0.369703,0.495698,0.369813,0.496073,-0.494344,0.535671
1.29E+07,caps hf  1 7 3 19,-0.64975,0.358504,0.370051,0.495357,0.37015,0.495739,-0.493423,0.536624
1.29E+07,caps hf  1 7 3 20,-0.649887,0.358371,0.370399,0.495017,0.370487,0.495404,-0.492503,0.537576
1.29E+07,caps hf  1 7 3 21,-0.650023,0.358238,0.370746,0.494676,0.370824,0.49507,-0.491582,0.538528
1.29E+07,caps hf  1 7 3 22,-0.650159,0.358106,0.371094,0.494336,0.371161,0.494736,-0.490661,0.539481
1.29E+07,caps hf  1 7 3 23,-0.650295,0.357973,0.371441,0.493995,0.371498,0.494401,-0.489741,0.540433
1.29E+07,caps hf  1 7 3 24,-0.650431,0.35784,0.371789,0.493655,0.371835,0.494067,-0.48882,0.541386
1.29E+07,caps hf  1 7 3 25,-0.650567,0.357707,0.372137,0.493314,0.372172,0.493733,-0.4879,0.542338
1.29E+07,caps hf  1 7 3 26,-0.650703,0.357574,0.372484,0.492974,0.372509,0.493398,-0.486979,0.543291
1.29E+07,caps hf  1 7 3 27,-0.650839,0.357441,0.372832,0.492633,0.372846,0.493064,-0.486058,0.544243
1.29E+07,caps hf  1 7 3 28,-0.650975,0.357308,0.373179,0.492292,0.373182,0.49273,-0.485138,0.545196
1.29E+07,caps hf  1 7 3 29,-0.651111,0.357175,0.373527,0.491952,0.373519,0.492395,-0.484217,0.546148
1.29E+07,caps hf  1 7 3 30,-0.651247,0.357042,0.373875,0.491611,0.373856,0.492061,-0.483296,0.5471
1.29E+07,caps hf  1 7 3 31,-0.651383,0.35691,0.374222,0.491271,0.374193,0.491727,-0.482376,0.548053
1.29E+07,caps hf  1 7 3 32,-0.652171,0.356173,0.376155,0.488212,0.376779,0.489134,-0.475401,0.555619
1.29E+07,caps hf  1 7 3 33,-0.65235,0.356096,0.376472,0.487871,0.377062,0.488758,-0.47441,0.55644
1.29E+07,caps hf  1 7 3 34,-0.652528,0.356018,0.376789,0.48753,0.377345,0.488383,-0.473419,0.557262
1.29E+07,caps hf  1 7 3 35,-0.652707,0.35594,0.377106,0.487189,0.377628,0.488007,-0.472428,0.558083
1.29E+07,caps hf  1 7 3 36,-0.652886,0.355863,0.377423,0.486848,0.37791,0.487632,-0.471438,0.558905
1.29E+07,caps hf  1 7 3 37,-0.653065,0.355785,0.37774,0.486507,0.378193,0.487257,-0.470447,0.559726
1.29E+07,caps hf  1 7 3 38,-0.653244,0.355707,0.378057,0.486166,0.378476,0.486881,-0.469456,0.560548
1.29E+07,caps hf  1 7 3 39,-0.653423,0.35563,0.378374,0.485825,0.378759,0.486506,-0.468465,0.561369
1.29E+07,caps hf  1 7 3 40,-0.653602,0.355552,0.378692,0.485484,0.379042,0.48613,-0.467474,0.562191
1.29E+07,caps hf  1 7 3 41,-0.65378,0.355474,0.379009,0.485143,0.379325,0.485755,-0.466484,0.563012
1.29E+07,caps hf  1 7 3 42,-0.653959,0.355397,0.379326,0.484802,0.379608,0.485379,-0.465493,0.563834
1.29E+07,caps hf  1 7 3 43,-0.654138,0.355319,0.379643,0.484461,0.379891,0.485004,-0.464502,0.564655
1.29E+07,caps hf  1 7 3 44,-0.654317,0.355241,0.37996,0.48412,0.380173,0.484628,-0.463511,0.565477
1.29E+07,caps hf  1 7 3 45,-0.654496,0.355164,0.380277,0.483778,0.380456,0.484253,-0.46252,0.566298
1.29E+07,caps hf  1 7 3 46,-0.654675,0.355086,0.380594,0.483437,0.380739,0.483877,-0.46153,0.56712
1.29E+07,caps hf  1 7 3 47,-0.654854,0.355008,0.380911,0.483096,0.381022,0.483502,-0.460539,0.567941
1.29E+07,caps hf  1 7 3 48,-0.655488,0.353609,0.38262,0.48104,0.38222,0.481244,-0.455289,0.572827
1.29E+07,caps hf  1 7 3 49,-0.655625,0.353563,0.382872,0.480701,0.382535,0.480949,-0.454382,0.573617
1.29E+07,caps hf  1 7 3 50,-0.655762,0.353518,0.383124,0.480361,0.38285,0.480653,-0.453475,0.574406
1.29E+07,caps hf  1 7 3 51,-0.655899,0.353472,0.383376,0.480022,0.383165,0.480358,-0.452568,0.575196
1.29E+07,caps hf  1 7 3 52,-0.656036,0.353427,0.383629,0.479682,0.38348,0.480063,-0.451661,0.575986
1.29E+07,caps hf  1 7 3 53,-0.656172,0.353381,0.383881,0.479343,0.383794,0.479768,-0.450754,0.576776
1.29E+07,caps hf  1 7 3 54,-0.656309,0.353336,0.384133,0.479003,0.384109,0.479473,-0.449847,0.577566
1.29E+07,caps hf  1 7 3 55,-0.656446,0.35329,0.384386,0.478664,0.384424,0.479178,-0.44894,0.578356
1.29E+07,caps hf  1 7 3 56,-0.656583,0.353245,0.384638,0.478324,0.384739,0.478883,-0.448033,0.579146
1.29E+07,caps hf  1 7 3 57,-0.656719,0.353199,0.38489,0.477984,0.385054,0.478588,-0.447126,0.579936
1.29E+07,caps hf  1 7 3 58,-0.656856,0.353154,0.385142,0.477645,0.385369,0.478293,-0.446219,0.580726
1.29E+07,caps hf  1 7 3 59,-0.656993,0.353108,0.385395,0.477305,0.385684,0.477998,-0.445312,0.581516
1.29E+07,caps hf  1 7 3 60,-0.65713,0.353063,0.385647,0.476966,0.385999,0.477703,-0.444405,0.582306
