Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
12.9e6,caps hf ps1 6 16 0 0,-4.53503466617E-001,+8.14651694828E-001,+2.03717203205E-001,+1.52867492488E-001,+2.03490131483E-001,+1.53595054236E-001,-6.08588203094E-001,+6.85517506653E-001,
12.9e6,caps hf ps1 6 16 0 15,-4.54186603654E-001,+8.14078800089E-001,+2.06726224339E-001,+1.47369574205E-001,+2.06812581600E-001,+1.47185046454E-001,-5.72950310075E-001,+7.15279139977E-001,
12.9e6,caps hf ps1 6 16 0 16,-4.54609998354E-001,+8.14218392205E-001,+2.07678760630E-001,+1.45718071700E-001,+2.07632376558E-001,+1.46057802044E-001,-5.61752807067E-001,+7.24210690781E-001,
12.9e6,caps hf ps1 6 16 0 31,-4.55119456226E-001,+8.13890916439E-001,+2.10186609449E-001,+1.40239052167E-001,+2.09817738222E-001,+1.40937357707E-001,-5.27690267679E-001,+7.51185415657E-001,
12.9e6,caps hf ps1 6 16 0 32,-4.55152154906E-001,+8.14717480868E-001,+2.11040642493E-001,+1.37788996310E-001,+2.11217149469E-001,+1.38130162550E-001,-5.09155134118E-001,+7.63552435713E-001,
12.9e6,caps hf ps1 6 16 0 47,-4.56450027518E-001,+8.13953322610E-001,+2.13620190022E-001,+1.32170556012E-001,+2.13594236317E-001,+1.32385607543E-001,-4.73035413214E-001,+7.87525710706E-001,
12.9e6,caps hf ps1 6 16 0 48,-4.56617291359E-001,+8.13784646281E-001,+2.13417634233E-001,+1.30905979559E-001,+2.14206185577E-001,+1.31452099640E-001,-4.63381293920E-001,+7.93252479374E-001,
12.9e6,caps hf ps1 6 16 0 63,-4.57103635777E-001,+8.13216526276E-001,+2.15082804022E-001,+1.25445732881E-001,+2.15543274485E-001,+1.26618729505E-001,-4.29351548795E-001,+8.13151171325E-001,
12.9e6,caps hf ps1 6 16 1 0,-4.57405839402E-001,+8.14008438243E-001,+2.15975066477E-001,+1.24454766879E-001,+2.16266496086E-001,+1.24745531910E-001,-4.18367446172E-001,+8.19225289903E-001,
12.9e6,caps hf ps1 6 16 1 15,-4.58658975393E-001,+8.14028493674E-001,+2.17087424396E-001,+1.19486295599E-001,+2.17338438230E-001,+1.19586136813E-001,-3.84794020023E-001,+8.36375332326E-001,
12.9e6,caps hf ps1 6 16 1 16,-4.58763061072E-001,+8.13626597000E-001,+2.17558102561E-001,+1.18055968279E-001,+2.18029203631E-001,+1.18169123416E-001,-3.74695191905E-001,+8.41518491392E-001,
12.9e6,caps hf ps1 6 16 1 31,-4.59185152895E-001,+8.14154013414E-001,+2.18361921164E-001,+1.13402380144E-001,+2.18446756966E-001,+1.13476584535E-001,-3.42513186694E-001,+8.55056653721E-001,
12.9e6,caps hf ps1 6 16 1 32,-4.58593666652E-001,+8.13966911264E-001,+2.18944365382E-001,+1.10817111923E-001,+2.19223691821E-001,+1.11150275263E-001,-3.25270833685E-001,+8.63008151959E-001,
12.9e6,caps hf ps1 6 16 1 47,-4.60915022234E-001,+8.13479760709E-001,+2.19773007877E-001,+1.06695293936E-001,+2.19950285746E-001,+1.06668492092E-001,-2.93271748125E-001,+8.74713649893E-001,
12.9e6,caps hf ps1 6 16 1 48,-4.59890260834E-001,+8.13813473029E-001,+2.19873677025E-001,+1.04973478542E-001,+2.19946432979E-001,+1.05236372482E-001,-2.83362949228E-001,+8.77260254618E-001,
12.9e6,caps hf ps1 6 16 1 63,-4.61524865507E-001,+8.14439484744E-001,+2.20219760864E-001,+1.01039693650E-001,+2.20675700040E-001,+1.01318523581E-001,-2.52831540084E-001,+8.88022229146E-001,
12.9e6,caps hf ps1 6 16 2 0,-4.60814402833E-001,+8.14083311583E-001,+2.20783883303E-001,+9.89399540145E-002,+2.20967804214E-001,+9.88103419840E-002,-2.40216855463E-001,+8.92294672460E-001,
12.9e6,caps hf ps1 6 16 2 15,-4.61149845973E-001,+8.13471329561E-001,+2.20669263782E-001,+9.50479077263E-002,+2.20784395636E-001,+9.51428244879E-002,-2.10345166298E-001,+9.00577989265E-001,
12.9e6,caps hf ps1 6 16 2 16,-4.62290767970E-001,+8.14151368733E-001,+2.20686764324E-001,+9.35415471671E-002,+2.21331340425E-001,+9.38502471923E-002,-2.01345129260E-001,+9.02683450884E-001,
12.9e6,caps hf ps1 6 16 2 31,-4.62440948429E-001,+8.13670604384E-001,+2.20591538953E-001,+8.96708261619E-002,+2.21196930952E-001,+8.96129386795E-002,-1.73083426754E-001,+9.09693641752E-001,
12.9e6,caps hf ps1 6 16 2 32,-4.62158602857E-001,+8.13863867002E-001,+2.20931467369E-001,+8.77788011936E-002,+2.21131441738E-001,+8.82019869639E-002,-1.58182236477E-001,+9.11508954568E-001,
12.9e6,caps hf ps1 6 16 2 47,-4.62600918948E-001,+8.14605446462E-001,+2.20677847120E-001,+8.40937995373E-002,+2.20468668598E-001,+8.48485496248E-002,-1.31962410032E-001,+9.16315134996E-001,
12.9e6,caps hf ps1 6 16 2 48,-4.63345581842E-001,+8.14880401898E-001,+2.20972781209E-001,+8.34658553534E-002,+2.20868407075E-001,+8.33432680857E-002,-1.23495093624E-001,+9.17353642421E-001,
12.9e6,caps hf ps1 6 16 2 63,-4.64083775197E-001,+8.15371908663E-001,+2.20914270393E-001,+7.99543605403E-002,+2.20513810257E-001,+7.93755843828E-002,-9.71276237973E-002,+9.20548181566E-001,
12.9e6,caps hf ps1 6 16 3 0,-4.64601542023E-001,+8.14460857160E-001,+2.20363514578E-001,+7.81077756674E-002,+2.20504213610E-001,+7.80970603113E-002,-8.74877563130E-002,+9.23525799894E-001,
12.9e6,caps hf ps1 6 16 3 15,-4.63932583954E-001,+8.15297776771E-001,+2.19981411963E-001,+7.43795349122E-002,+2.20033141118E-001,+7.48503401181E-002,-6.27863870602E-002,+9.25942790426E-001,
12.9e6,caps hf ps1 6 16 3 16,-4.64305191226E-001,+8.15468138891E-001,+2.20245754290E-001,+7.39654322540E-002,+2.19485434636E-001,+7.34271868753E-002,-5.46796243061E-002,+9.26600941219E-001,
12.9e6,caps hf ps1 6 16 3 31,-4.65577892264E-001,+8.15199687785E-001,+2.19587205403E-001,+7.10690649610E-002,+2.19770237174E-001,+7.08097100371E-002,-3.26595204290E-002,+9.27733792254E-001,
12.9e6,caps hf ps1 6 16 3 32,-4.65047776521E-001,+8.15564181637E-001,+2.19036615771E-001,+6.89276684013E-002,+2.19157185331E-001,+6.88491283763E-002,-1.99764092764E-002,+9.29128530177E-001,
12.9e6,caps hf ps1 6 16 3 47,-4.65692044298E-001,+8.15503883175E-001,+2.18463878806E-001,+6.59610727875E-002,+2.18868554699E-001,+6.65588303463E-002,+2.51726485764E-003,+9.29188750356E-001,
12.9e6,caps hf ps1 6 16 3 48,-4.65436859058E-001,+8.15003832902E-001,+2.18042241392E-001,+6.55988987281E-002,+2.18897986022E-001,+6.49497628120E-002,+9.56732653957E-003,+9.29771649290E-001,
12.9e6,caps hf ps1 6 16 3 63,-4.65933072008E-001,+8.15354670059E-001,+2.17857520649E-001,+6.21287552140E-002,+2.18071312325E-001,+6.27536459618E-002,+3.16149250022E-002,+9.29426690678E-001,
12.9e6,caps hf ps1 6 16 4 0,-4.66180551746E-001,+8.15246889964E-001,+2.17987474022E-001,+6.23062898295E-002,+2.18018423851E-001,+6.23098484351E-002,+3.20502605550E-002,+9.30255835182E-001,
12.9e6,caps hf ps1 6 16 4 15,-4.65315594268E-001,+8.16271892202E-001,+2.17445499304E-001,+5.89459644431E-002,+2.17294887169E-001,+5.95640178518E-002,+5.31822656117E-002,+9.29667388665E-001,
12.9e6,caps hf ps1 6 16 4 16,-4.65775898371E-001,+8.15989974909E-001,+2.16791727001E-001,+5.84165899439E-002,+2.17317979007E-001,+5.86774620676E-002,+5.95626507065E-002,+9.30150526697E-001,
12.9e6,caps hf ps1 6 16 4 31,-4.66050588025E-001,+8.16008121963E-001,+2.16236879052E-001,+5.61412895456E-002,+2.17203068276E-001,+5.66327895290E-002,+7.89633078187E-002,+9.29728207784E-001,
12.9e6,caps hf ps1 6 16 4 32,-4.67118522900E-001,+8.16219134150E-001,+2.16314329416E-001,+5.53258770476E-002,+2.16254179854E-001,+5.51268002152E-002,+8.85282652922E-002,+9.28056264017E-001,
12.9e6,caps hf ps1 6 16 4 47,-4.66694537786E-001,+8.16001646156E-001,+2.15573200300E-001,+5.27307979967E-002,+2.15286103591E-001,+5.21653272734E-002,+1.08494149397E-001,+9.25757246338E-001,
12.9e6,caps hf ps1 6 16 4 48,-4.67028708152E-001,+8.16327930064E-001,+2.15223828400E-001,+5.16884726792E-002,+2.15552106418E-001,+5.16035209056E-002,+1.13969829944E-001,+9.26599353621E-001,
12.9e6,caps hf ps1 6 16 4 63,-4.66860703406E-001,+8.16478935756E-001,+2.14603431801E-001,+4.89844494986E-002,+2.14747071070E-001,+4.96873910054E-002,+1.31354333801E-001,+9.24520300527E-001,
12.9e6,caps hf ps1 6 16 5 0,-4.67206898132E-001,+8.16549753196E-001,+2.14377314207E-001,+4.89015272020E-002,+2.14579862203E-001,+4.90798743890E-002,+1.33560883444E-001,+9.24429896339E-001,
12.9e6,caps hf ps1 6 16 5 15,-4.67926058612E-001,+8.16619912924E-001,+2.13618958007E-001,+4.67419304171E-002,+2.13284465118E-001,+4.68209674313E-002,+1.51316680499E-001,+9.22155409070E-001,
12.9e6,caps hf ps1 6 16 5 16,-4.67761263566E-001,+8.17098716058E-001,+2.13663795173E-001,+4.64741121456E-002,+2.13480908121E-001,+4.63818285192E-002,+1.55924191648E-001,+9.20915681609E-001,
12.9e6,caps hf ps1 6 16 5 31,-4.67377917548E-001,+8.17176263429E-001,+2.12379182401E-001,+4.37692381099E-002,+2.12701025034E-001,+4.39307180845E-002,+1.72813704225E-001,+9.18285010523E-001,
12.9e6,caps hf ps1 6 16 5 32,-4.67189150145E-001,+8.17239180855E-001,+2.12075093784E-001,+4.29765156811E-002,+2.12216877676E-001,+4.28655441785E-002,+1.81116367018E-001,+9.17333614284E-001,
12.9e6,caps hf ps1 6 16 5 47,-4.68607598134E-001,+8.17165568634E-001,+2.11555053218E-001,+4.11600208036E-002,+2.11827511832E-001,+4.10376164113E-002,+1.95438514843E-001,+9.15716651147E-001,
12.9e6,caps hf ps1 6 16 5 48,-4.68899915180E-001,+8.17772502563E-001,+2.11424915226E-001,+4.05837423970E-002,+2.11476250645E-001,+4.03149554675E-002,+2.00601686800E-001,+9.14818343790E-001,
12.9e6,caps hf ps1 6 16 5 63,-4.67951584460E-001,+8.16777282615E-001,+2.10552408426E-001,+3.85088538406E-002,+2.10533171211E-001,+3.86749945274E-002,+2.15407897082E-001,+9.10972422758E-001,
12.9e6,caps hf ps1 6 16 6 0,-4.68517992947E-001,+8.17574595898E-001,+2.10086586563E-001,+3.90478550729E-002,+2.10775207049E-001,+3.89220724254E-002,+2.13388897106E-001,+9.12096828494E-001,
12.9e6,caps hf ps1 6 16 6 15,-4.68604827153E-001,+8.17889419059E-001,+2.10172862125E-001,+3.72816443251E-002,+2.10712464903E-001,+3.67835247884E-002,+2.28011454789E-001,+9.09678221425E-001,
12.9e6,caps hf ps1 6 16 6 16,-4.68619694168E-001,+8.16734010255E-001,+2.09316674034E-001,+3.68422895539E-002,+2.09635033536E-001,+3.64749373116E-002,+2.32128288353E-001,+9.08276980874E-001,
12.9e6,caps hf ps1 6 16 6 31,-4.69299191227E-001,+8.17824215610E-001,+2.08703323670E-001,+3.47907055520E-002,+2.08953809652E-001,+3.50815979654E-002,+2.44310222348E-001,+9.05294484141E-001,
12.9e6,caps hf ps1 6 16 6 32,-4.68358258636E-001,+8.17618568047E-001,+2.08634661657E-001,+3.36028093582E-002,+2.08354136564E-001,+3.43027486863E-002,+2.51679810137E-001,+9.03015460134E-001,
12.9e6,caps hf ps1 6 16 6 47,-4.69307578709E-001,+8.17956801740E-001,+2.07139873020E-001,+3.22729766058E-002,+2.07708619419E-001,+3.20897014460E-002,+2.65105544493E-001,+9.00134785496E-001,
12.9e6,caps hf ps1 6 16 6 48,-4.69367755413E-001,+8.17621691653E-001,+2.07431600619E-001,+3.14462224983E-002,+2.07333122699E-001,+3.17991867728E-002,+2.68421986423E-001,+8.99329128564E-001,
12.9e6,caps hf ps1 6 16 6 63,-4.69935810279E-001,+8.18480747354E-001,+2.06798188293E-001,+3.03366441998E-002,+2.06550502545E-001,+3.06673808563E-002,+2.81017809494E-001,+8.95713592909E-001,
12.9e6,caps hf ps1 6 31 0 0,-4.46866550531E-001,+8.20543761841E-001,+1.98130612019E-001,+1.46698462632E-001,+1.98329709474E-001,+1.46801397318E-001,-6.04237151444E-001,+6.92163302329E-001,
12.9e6,caps hf ps1 6 31 0 15,-4.47635479765E-001,+8.20414620422E-001,+2.01155634718E-001,+1.40895536736E-001,+2.01292633092E-001,+1.40886007011E-001,-5.67978743924E-001,+7.22975952301E-001,
12.9e6,caps hf ps1 6 31 0 16,-4.48234143093E-001,+8.20365464176E-001,+2.02125984398E-001,+1.39693203147E-001,+2.02355499200E-001,+1.40164980054E-001,-5.58344612551E-001,+7.31324864769E-001,
12.9e6,caps hf ps1 6 31 0 31,-4.49560084200E-001,+8.20737621120E-001,+2.04365839368E-001,+1.33837359321E-001,+2.04840262346E-001,+1.34907117952E-001,-5.22517063297E-001,+7.58337838228E-001,
12.9e6,caps hf ps1 6 31 0 32,-4.49701693845E-001,+8.20240523996E-001,+2.05510786584E-001,+1.31602698827E-001,+2.05740392106E-001,+1.31839443496E-001,-5.04040241681E-001,+7.70173259206E-001,
12.9e6,caps hf ps1 6 31 0 47,-4.49352250144E-001,+8.19910984061E-001,+2.07631305356E-001,+1.26621904554E-001,+2.07685053752E-001,+1.26466326039E-001,-4.67513305020E-001,+7.92347640873E-001,
12.9e6,caps hf ps1 6 31 0 48,-4.50261566622E-001,+8.19922341761E-001,+2.08006401946E-001,+1.24576264436E-001,+2.07661886032E-001,+1.25241709725E-001,-4.58132104360E-001,+7.98863468918E-001,
12.9e6,caps hf ps1 6 31 0 63,-4.50862935032E-001,+8.19913808083E-001,+2.09561567306E-001,+1.20254026586E-001,+2.09546718389E-001,+1.20480074953E-001,-4.23154412832E-001,+8.18021049718E-001,
12.9e6,caps hf ps1 6 31 1 0,-4.51476620384E-001,+8.19697731663E-001,+2.09795984440E-001,+1.18587969736E-001,+2.10057574078E-001,+1.18804610048E-001,-4.13308676206E-001,+8.24268733380E-001,
12.9e6,caps hf ps1 6 31 1 15,-4.51527466150E-001,+8.19316043791E-001,+2.11252468370E-001,+1.13388385415E-001,+2.11500636229E-001,+1.14040366023E-001,-3.78330064359E-001,+8.41563259478E-001,
12.9e6,caps hf ps1 6 31 1 16,-4.51878890874E-001,+8.19842593131E-001,+2.11093286181E-001,+1.12155295344E-001,+2.11603836916E-001,+1.12851196963E-001,-3.69014744170E-001,+8.46527510598E-001,
12.9e6,caps hf ps1 6 31 1 31,-4.52862652167E-001,+8.20382196936E-001,+2.12251389299E-001,+1.07940412226E-001,+2.12665093694E-001,+1.08073869498E-001,-3.35574985295E-001,+8.60054632411E-001,
12.9e6,caps hf ps1 6 31 1 32,-4.53347193764E-001,+8.19739294757E-001,+2.12774220039E-001,+1.05485301152E-001,+2.12556612111E-001,+1.05516399156E-001,-3.18258815654E-001,+8.66704995077E-001,
12.9e6,caps hf ps1 6 31 1 47,-4.52554309742E-001,+8.19969052541E-001,+2.13470215649E-001,+1.01104178208E-001,+2.13395977699E-001,+1.01334819372E-001,-2.86895707338E-001,+8.79241806427E-001,
12.9e6,caps hf ps1 6 31 1 48,-4.53677006916E-001,+8.20430982591E-001,+2.13514948990E-001,+9.99279694249E-002,+2.13405509068E-001,+1.00630229958E-001,-2.77419566773E-001,+8.81981544300E-001,
12.9e6,caps hf ps1 6 31 1 63,-4.54109540220E-001,+8.20107933035E-001,+2.13623258316E-001,+9.53171134381E-002,+2.14173800341E-001,+9.57808606361E-002,-2.46457475664E-001,+8.92234163359E-001,
12.9e6,caps hf ps1 6 31 2 0,-4.53728934514E-001,+8.19939638495E-001,+2.14133405743E-001,+9.36958819439E-002,+2.14154366314E-001,+9.37880876707E-002,-2.33899643383E-001,+8.95822554992E-001,
12.9e6,caps hf ps1 6 31 2 15,-4.54238974354E-001,+8.20091054764E-001,+2.14090500177E-001,+8.96364376789E-002,+2.14490663828E-001,+9.00483519799E-002,-2.04492137928E-001,+9.04114174223E-001,
12.9e6,caps hf ps1 6 31 2 16,-4.55105431708E-001,+8.19483128177E-001,+2.13995784061E-001,+8.86977976979E-002,+2.14567127197E-001,+8.88715371810E-002,-1.94931237520E-001,+9.06199277680E-001,
12.9e6,caps hf ps1 6 31 2 31,-4.55804727297E-001,+8.20111193429E-001,+2.13994255652E-001,+8.50054227956E-002,+2.14587955894E-001,+8.45744084080E-002,-1.65215693613E-001,+9.12494699659E-001,
12.9e6,caps hf ps1 6 31 2 32,-4.55449890978E-001,+8.20370040646E-001,+2.14020807697E-001,+8.29422986271E-002,+2.14397336529E-001,+8.28320109153E-002,-1.51931844538E-001,+9.15014508929E-001,
12.9e6,caps hf ps1 6 31 2 47,-4.56704292763E-001,+8.20524729435E-001,+2.14185376025E-001,+7.93855853387E-002,+2.14055920605E-001,+7.97511129411E-002,-1.24912388278E-001,+9.20411995117E-001,
12.9e6,caps hf ps1 6 31 2 48,-4.56426331061E-001,+8.20394899084E-001,+2.13526660400E-001,+7.86468873367E-002,+2.14143966564E-001,+7.83381731472E-002,-1.17231885925E-001,+9.21012663153E-001,
12.9e6,caps hf ps1 6 31 2 63,-4.56503579404E-001,+8.21042077257E-001,+2.13806015941E-001,+7.50606611238E-002,+2.13564351540E-001,+7.54159947024E-002,-9.08398064034E-002,+9.24135347463E-001,
12.9e6,caps hf ps1 6 31 3 0,-4.57086519364E-001,+8.20526297908E-001,+2.13739056245E-001,+7.35538195132E-002,+2.13623474456E-001,+7.37814829392E-002,-8.15811968676E-002,+9.26086177229E-001,
12.9e6,caps hf ps1 6 31 3 15,-4.57852965025E-001,+8.21204355932E-001,+2.13293684284E-001,+7.06960760143E-002,+2.13602871383E-001,+7.05871201970E-002,-5.63564558345E-002,+9.28443112911E-001,
12.9e6,caps hf ps1 6 31 3 16,-4.57723354396E-001,+8.21263692390E-001,+2.12906543942E-001,+6.94010202135E-002,+2.13078599683E-001,+6.94524613027E-002,-4.83497544346E-002,+9.29028017410E-001,
12.9e6,caps hf ps1 6 31 3 31,-4.58409527510E-001,+8.21442972684E-001,+2.12455166561E-001,+6.68190266928E-002,+2.13004526817E-001,+6.63350077590E-002,-2.43600542560E-002,+9.30712008286E-001,
12.9e6,caps hf ps1 6 31 3 32,-4.58116941994E-001,+8.21320192278E-001,+2.12448302296E-001,+6.52528914122E-002,+2.12419017249E-001,+6.49584304408E-002,-1.33192825586E-002,+9.30473931381E-001,
12.9e6,caps hf ps1 6 31 3 47,-4.58464016414E-001,+8.21890712187E-001,+2.11780218787E-001,+6.20529941634E-002,+2.12015936194E-001,+6.21741841704E-002,+9.19345825449E-003,+9.31539430878E-001,
12.9e6,caps hf ps1 6 31 3 48,-4.59236266445E-001,+8.22040253416E-001,+2.11620696720E-001,+6.14379213117E-002,+2.11864665655E-001,+6.10121424864E-002,+1.65589068368E-002,+9.31807754599E-001,
12.9e6,caps hf ps1 6 31 3 63,-4.58944248851E-001,+8.22006428335E-001,+2.10732125758E-001,+5.86125107012E-002,+2.11849646002E-001,+5.86196773919E-002,+3.81874158096E-002,+9.32215873154E-001,
12.9e6,caps hf ps1 6 31 4 0,-4.59061452291E-001,+8.22437184150E-001,+2.11060048702E-001,+5.79760657201E-002,+2.11090931719E-001,+5.83546321280E-002,+3.90685090125E-002,+9.32049754811E-001,
12.9e6,caps hf ps1 6 31 4 15,-4.59603284848E-001,+8.21719705738E-001,+2.10773660415E-001,+5.58865784618E-002,+2.10880203219E-001,+5.56172572454E-002,+5.99409018103E-002,+9.31494707545E-001,
12.9e6,caps hf ps1 6 31 4 16,-4.59039223499E-001,+8.21445603650E-001,+2.10285932298E-001,+5.51434441863E-002,+2.10193137531E-001,+5.48843394320E-002,+6.67063489397E-002,+9.30616694300E-001,
12.9e6,caps hf ps1 6 31 4 31,-4.58854926956E-001,+8.22341679535E-001,+2.09770527437E-001,+5.24392444864E-002,+2.09940608796E-001,+5.19168008693E-002,+8.70442635912E-002,+9.30234778365E-001,
12.9e6,caps hf ps1 6 31 4 32,-4.59961842256E-001,+8.22256929897E-001,+2.09352575386E-001,+5.11037634686E-002,+2.09124035871E-001,+5.12493251498E-002,+9.59760869298E-002,+9.29269218923E-001,
12.9e6,caps hf ps1 6 31 4 47,-4.59143718638E-001,+8.22622962322E-001,+2.08205767370E-001,+4.92694596338E-002,+2.08486484580E-001,+4.86399822779E-002,+1.14321715864E-001,+9.26790710154E-001,
12.9e6,caps hf ps1 6 31 4 48,-4.60150477179E-001,+8.22039320166E-001,+2.08404390919E-001,+4.84641297059E-002,+2.08432496042E-001,+4.81938050088E-002,+1.19950024485E-001,+9.27725641894E-001,
12.9e6,caps hf ps1 6 31 4 63,-4.60567465183E-001,+8.23104312054E-001,+2.07723151010E-001,+4.58096331226E-002,+2.08240151709E-001,+4.61272187419E-002,+1.37495106420E-001,+9.25552382856E-001,
12.9e6,caps hf ps1 6 31 5 0,-4.60379866533E-001,+8.22141613357E-001,+2.07282352350E-001,+4.57474977446E-002,+2.07592416675E-001,+4.52596347302E-002,+1.40080939032E-001,+9.25652932182E-001,
12.9e6,caps hf ps1 6 31 5 15,-4.60344096336E-001,+8.23501339438E-001,+2.06833831788E-001,+4.35556344003E-002,+2.07057287951E-001,+4.37336904387E-002,+1.57768382395E-001,+9.23317753501E-001,
12.9e6,caps hf ps1 6 31 5 16,-4.61051056783E-001,+8.22465755847E-001,+2.06089700545E-001,+4.29825421879E-002,+2.06749162912E-001,+4.26517152681E-002,+1.63124654209E-001,+9.22604571329E-001,
12.9e6,caps hf ps1 6 31 5 31,-4.60923519431E-001,+8.22246671764E-001,+2.05726897856E-001,+4.10595137406E-002,+2.05851340186E-001,+4.09765113743E-002,+1.78883961089E-001,+9.19906958900E-001,
12.9e6,caps hf ps1 6 31 5 32,-4.60509862209E-001,+8.22467635886E-001,+2.05206940888E-001,+4.02607396218E-002,+2.05401678703E-001,+4.00437702483E-002,+1.86219129082E-001,+9.18389911850E-001,
12.9e6,caps hf ps1 6 31 5 47,-4.61052275260E-001,+8.23344245903E-001,+2.04268151648E-001,+3.81908212524E-002,+2.04651200035E-001,+3.80997653784E-002,+2.01790486561E-001,+9.15307513263E-001,
12.9e6,caps hf ps1 6 31 5 48,-4.61616970985E-001,+8.22329209265E-001,+2.04072875582E-001,+3.78607311228E-002,+2.04371572423E-001,+3.74168968748E-002,+2.07081897245E-001,+9.14264272389E-001,
12.9e6,caps hf ps1 6 31 5 63,-4.61572408568E-001,+8.23179925998E-001,+2.03531116695E-001,+3.52867435163E-002,+2.03347969279E-001,+3.58460009027E-002,+2.21037108352E-001,+9.11279617221E-001,
12.9e6,caps hf ps1 6 31 6 0,-4.60551632042E-001,+8.23714466616E-001,+2.03861738263E-001,+3.59530971882E-002,+2.03516448539E-001,+3.57488485489E-002,+2.19916224051E-001,+9.12339124588E-001,
12.9e6,caps hf ps1 6 31 6 15,-4.62177013406E-001,+8.23382987136E-001,+2.03262594331E-001,+3.41967725738E-002,+2.03160521427E-001,+3.43162604146E-002,+2.33218062788E-001,+9.10098376152E-001,
12.9e6,caps hf ps1 6 31 6 16,-4.62032178148E-001,+8.23179987457E-001,+2.02391572284E-001,+3.38066182500E-002,+2.02936177649E-001,+3.36454882915E-002,+2.37880881066E-001,+9.09224686070E-001,
12.9e6,caps hf ps1 6 31 6 31,-4.61665282144E-001,+8.23662285240E-001,+2.01953854898E-001,+3.17564998295E-002,+2.02456373256E-001,+3.25109903397E-002,+2.50850789045E-001,+9.06199538608E-001,
12.9e6,caps hf ps1 6 31 6 32,-4.61876173992E-001,+8.23134323178E-001,+2.01006693155E-001,+3.08090978309E-002,+2.01620775682E-001,+3.13489512544E-002,+2.57407003752E-001,+9.03238864049E-001,
12.9e6,caps hf ps1 6 31 6 47,-4.61615095841E-001,+8.23443245924E-001,+2.00886410532E-001,+2.93670102966E-002,+2.00951027994E-001,+2.99284789887E-002,+2.70427390243E-001,+9.00161652823E-001,
12.9e6,caps hf ps1 6 31 6 48,-4.62500285408E-001,+8.23935217719E-001,+2.00688322579E-001,+2.95316743535E-002,+2.00968509095E-001,+2.87824642730E-002,+2.74925307182E-001,+8.99725055252E-001,
12.9e6,caps hf ps1 6 31 6 63,-4.62748149515E-001,+8.23676956274E-001,+1.99863181117E-001,+2.82046812491E-002,+1.99664056230E-001,+2.79275132957E-002,+2.86918279260E-001,+8.95612579622E-001,
12.9e6,caps hf ps1 6 32 0 0,-4.44470189445E-001,+8.21446248201E-001,+1.96923314284E-001,+1.44470955699E-001,+1.97058910357E-001,+1.44927895760E-001,-6.02253435235E-001,+6.93991740282E-001,
12.9e6,caps hf ps1 6 32 0 15,-4.46384646725E-001,+8.22132142936E-001,+1.99673996563E-001,+1.38998450905E-001,+1.99737550389E-001,+1.39578583802E-001,-5.65453109609E-001,+7.24358164297E-001,
12.9e6,caps hf ps1 6 32 0 16,-4.47103512387E-001,+8.21371072137E-001,+2.00059648186E-001,+1.38061604947E-001,+2.00145890114E-001,+1.38294061409E-001,-5.55812791123E-001,+7.33317857303E-001,
12.9e6,caps hf ps1 6 32 0 31,-4.47137219455E-001,+8.21574416833E-001,+2.02468160286E-001,+1.32611678381E-001,+2.02964183757E-001,+1.32749597024E-001,-5.19532640715E-001,+7.58784936674E-001,
12.9e6,caps hf ps1 6 32 0 32,-4.47954277383E-001,+8.22054950572E-001,+2.03728209957E-001,+1.29480998358E-001,+2.03957357215E-001,+1.30490904105E-001,-5.02331991677E-001,+7.72080160434E-001,
12.9e6,caps hf ps1 6 32 0 47,-4.48160798779E-001,+8.21211256153E-001,+2.05347532780E-001,+1.25482024122E-001,+2.05907668986E-001,+1.25484116150E-001,-4.66645036051E-001,+7.94481862190E-001,
12.9e6,caps hf ps1 6 32 0 48,-4.48741667314E-001,+8.21479815485E-001,+2.06385705873E-001,+1.23270349314E-001,+2.06378515758E-001,+1.23797907895E-001,-4.55951693756E-001,+8.01530581946E-001,
12.9e6,caps hf ps1 6 32 0 63,-4.48374283496E-001,+8.21462440012E-001,+2.07714236433E-001,+1.18326069545E-001,+2.07434517126E-001,+1.19114372745E-001,-4.21263505766E-001,+8.20139768615E-001,
12.9e6,caps hf ps1 6 32 1 0,-4.49591549533E-001,+8.21221188152E-001,+2.07879642887E-001,+1.17184856420E-001,+2.08177806377E-001,+1.17398031216E-001,-4.11045511792E-001,+8.25920061877E-001,
12.9e6,caps hf ps1 6 32 1 15,-4.49868157292E-001,+8.21676857180E-001,+2.09114762028E-001,+1.12519930261E-001,+2.09272546031E-001,+1.12632378857E-001,-3.76729512479E-001,+8.42157010816E-001,
12.9e6,caps hf ps1 6 32 1 16,-4.49675491669E-001,+8.21105648355E-001,+2.09598333068E-001,+1.10445422833E-001,+2.09721217305E-001,+1.11100246836E-001,-3.66715405444E-001,+8.47583766107E-001,
12.9e6,caps hf ps1 6 32 1 31,-4.50442172584E-001,+8.21382912456E-001,+2.10813543554E-001,+1.06688477814E-001,+2.10643225764E-001,+1.06510576252E-001,-3.33513373467E-001,+8.61392183438E-001,
12.9e6,caps hf ps1 6 32 1 32,-4.51492447715E-001,+8.21116750823E-001,+2.10573102370E-001,+1.04126895695E-001,+2.11318914456E-001,+1.04425869902E-001,-3.16627411758E-001,+8.69206596309E-001,
